image_url,korean_specifications
http://25412776.s21i.faiusr.com/2/ABUIABACGAAgobHIoQYo-OP1rwEwoAY4oAY!400x400.jpg," SS013 轮子直径： 40~75mm 轮子宽度： 21/25/26mm 胎面材质： 人造橡胶 胎面硬度： 邵氏 83A±3 胎面颜色： 灰色 支架材质： 冲压不锈钢板 轮芯材质： 塑料 产品负载： 30~60kgs 行走速度： 5.4 km/h 使用温度： -25°C~+60°C   产品参数 尺寸图 资料下载 轻型平扳式不锈钢脚轮： 304不锈钢支架，防腐防锈，一体成型。胎面人造橡胶避震静音，此系列脚轮只要适用于医疗，食品推车以及追求高品质生活的地方等。 性能： 定制： 防腐蚀 :   ★ ★ ★ ★ ☆                                            ▶ 安装方式可定制 静音   ： ★ ★ ★ ★ ☆                                            ▶ 颜色可定制 精密   ： ★ ★ ★ ★ ★                                            ▶ 胎面硬度可定制 耐磨   ： ★ ★ ★ ★ ★ 防缠绕 :   ★ ★ ★ ★ ☆ 规格： 尺寸 安装 方式 产品型号 轮径 (mm) 轮宽 (mm) 高度 (mm) 底板 尺寸 (mm) 孔距 (mm) 孔径 (mm) 载重 （kgs） 产品 重量 （kg） 1.6 "" 定向 SS01300-40*21PPTPR020101 40 21 60 61X43 45X30 6.5 30 2 "" SS01300-50*21PPTPR020101 50 26 72 71X51 52X35 8.5 50 3 "" SS01300-75*25PPTPR020101 75 25 100 71X51 52X35 8.5 60 SS013-PDF资料 下载 SS013-CAD图纸 下载 SS013-3D图纸 下载 - KOREAN TRANSLATED"
http://25412776.s21i.faiusr.com/2/ABUIABACGAAg19LNoQYoluLC9QIwoAY4oAY!400x400.jpg, 112x40mm-B1 产品型号： AGV112X40B1ALCPU110003 轮子直径： 112mm 轮子宽度： 40mm 胎面材质： 聚氨酯 JPY001 胎面硬度： 邵氏 72A±3 胎面颜色： 棕色 轮芯材质： 铝合金 产品负载： 100kgs 行走速度： 5.4 km/h 使用温度： -25°C~+70°C   产品参数 尺寸图 资料下载 AGV聚氨酯驱动轮 低硬度高承载，摩擦力大抓地力强。轮面聚氨酯材质，行驶静音耐磨损。铝合金 轮毂，质量轻强度高。 性能： 定制： 防腐蚀   :    ★ ★ ★ ★ ☆                       ▶ 安装方式可定制 静音     ：   ★ ★ ★ ★ ★                       ▶ 颜色可定制 防滑     ：   ★ ★ ★ ☆ ☆                       ▶ 胎面硬度可定制 耐磨     ：   ★ ★ ★ ★ ★ 耐油性 :    ★ ★ ★ ☆ ☆ - KOREAN TRANSLATED
http://25412776.s21i.faiusr.com/2/ABUIABACGAAg8LOsuQYoqJWz5AEwoAY4oAY!400x400.jpg," JQR090-ZLC 产品型号： JQR09010-150X50X2CCPU010202(ZLC) 轮子直径： 150mm 轮子宽度： 50x2mm 胎面材质： 聚氨酯 JPZK03 胎面硬度： 邵氏93A±3 胎面颜色： 黑色 支架材质： 冲压型钢板 镀锌 轮芯材质： 铝芯双轴承 产品负载： 1500kgs 行走速度： 5.4 km/h 使用温度： -25°C~+70°C 产品重量： 18.5kg   产品参数 尺寸图 资料下载 AGV万向从动轮： 高承载，最高负载可达1500kgs,精密的头部设计，三重偏心距原地转向更灵活。胎面高品质聚氨酯，轮芯铝合金轴承，转向更顺滑，使用更长久。 性能： 定制： 防腐蚀 :   ★ ★ ★ ★ ☆                                           ▶ 安装方式可定制 静音   ： ★ ★ ★ ★ ☆                                            ▶ 颜色可定制 精密   ： ★ ★ ★ ★ ★                                            ▶ 胎面硬度可定制 耐磨   ： ★ ★ ★ ★ ★ 防缠绕 :   ★ ★ ★ ★ ☆ 规格： 尺寸 安装 方式 产品型号 轮径 (mm) 轮宽 (mm) 高度 (mm) 旋转 半径 (mm) 底板 尺寸 (mm) 孔距 (mm) 孔径 (mm) 载重 （kgs） 产品 重量 （kg） 6 "" 平板万向 JQR09010-150x50x2ccpu010202(ZLC) 150 50X2 210 139.5 190X190 150X150 19 1500 18.5 - KOREAN TRANSLATED"
http://25412776.s21i.faiusr.com/2/ABUIABACGAAgmuHEoQYozID-qAUwoAY4oAY!400x400.jpg," EQ093 轮子直径： 85mm 轮子宽度： 82mm 胎面材质： 尼龙 胎面硬度： 80D±3 胎面颜色： 黑色 支架材质： 铸铁 轮芯材质： 铝芯双轴承 产品负载： 1000kgs 行走速度： 5.4 km/h 使用温度： -25°C~+70°C   产品参数 尺寸图 资料下载 搬运坦克车轮： 头部双轴承，可360°旋转，使坦克车转向自如。支架铸铁一体成型，结构更牢固。优选尼龙材料，耐磨损性能好，使用更长久。 性能： 定制： 防腐蚀 :   ★ ★ ★ ★ ★                                           ▶ 安装方式可定制 静音   ： ★ ☆ ☆ ☆ ☆                                            ▶ 颜色可定制 精密   ： ★ ★ ★ ★ ★                                            ▶ 胎面硬度可定制 耐磨   ： ★ ★ ★ ★ ★ 防缠绕 :   ★ ★ ★ ★ ☆ 规格： 尺寸 安装方式 产品型号 轮径 (mm) 轮宽 (mm) 高度 (mm) 旋转半径 (mm) 载重 （kgs） 产品重量 （kg） 3.4 "" 孔顶万向 EQ09310-85*82CSCPA010102 85 82 91.2 134 1000 EQ093-PDF资料 下载 EQ093-CAD图纸 下载 EQ093-3D图纸 下载 - KOREAN TRANSLATED"
http://25412776.s142i.faiusr.com/2/AI4BCKiJjwwQAhgAILnqo6kGKN7CxPEEMLgIOKAL.jpg," EQ053CYZD 轮子直径： 65~200mm 轮子宽度： 40mm 胎面材质： 聚氨酯 JPY003 胎面硬度： 邵氏 83A/93A±3 支架材质： 冲压型钢板 镀锌 轮芯材质： 铝芯双轴承 产品负载： 200~500kgs 使用温度： -25°C~+100°C   产品参数 尺寸图 资料下载 自动复位脚轮： 脚轮行走发生偏移，当车体离开地面，自动复位平行与底板。双刹车踩下踏板刹住轮子，转向同时被锁住。复位系统核心配件全部采用304不锈钢，耐磨损、阻力小、防腐防锈。抗扭力强。采用耐高温聚氨酯，可耐高温100°C， 持续15~18小时。 性能： 定制： 防腐蚀 :   ★ ★ ★ ★ ☆                                           ▶ 安装方式可定制 静音   ： ★ ★ ★ ★ ☆                                            ▶ 颜色可定制 精密   ： ★ ★ ★ ★ ★                                            ▶ 胎面硬度可定制 耐磨   ： ★ ★ ★ ★ ★ 防缠绕 :   ★ ★ ★ ★ ☆ 规格： 尺寸 安装 方式 产品型号 轮径 (mm) 轮宽 (mm) 高度 (mm) 旋转 半径 (mm) 底板 尺寸 (mm) 孔距 (mm) 孔径 (mm) 载重 （kgs） 产品 重量 （kg） 2.5 "" 平板万向 EQ05312-65*40ALCPU010102 (CYZD) 65 40 95 104.5 105x85 80x60 75x55 9 270 3 "" EQ05312-75*40ALCPU010102 (CYZD) 75 10 105 104.5 105x85 80x60 75x55 9 300 3.15 "" EQ05312-80*40ALCPU010102 (CYZD) 80 40 110 110 105x85 80x60 75x55 9 300 4 "" EQ05312-100*40ALCPU010102 (CYZD) 100 40 130 117 105x85 80x60 75x55 9 350 5 "" EQ05312-125*40ALCPU010102 (CYZD) 125 40 156 117 105x85 80x60 75x55 9 400 6 "" EQ05312-150*40ALCPU010102 (CYZD) 150 40 180 121 105x85 80x60 75x55 9 450 8 "" EQ05312-200*40ALCPU010102 (CYZD) 200 40 231 157 105x85 80x60 75x55 9 500 EQ053/CYZD-PDF资料 下载 EQ053/CYZD-CAD图纸 下载 EQ053/CYZD-3D图纸 下载 - KOREAN TRANSLATED"
http://25412776.s21i.faiusr.com/2/ABUIABACGAAgoJnxwAYomLD-rwIwoAY4oAY!400x400.jpg," JQR262 轮子直径： 100~150mm 轮子宽度： 30x2mm 胎面材质： 聚氨酯 JPZK03 胎面硬度： 邵氏 93A±3 胎面颜色： 黑色 支架材质： 冲压型钢板 镀锌 轮芯材质： 铝芯双轴承 产品负载： 350~450kgs 行走速度： 5.4 km/h 使用温度： -25°C~+70°C   产品参数 尺寸图 资料下载 AGV二级避震从动轮： 二级避震从动轮，双弹簧一级避震，聚氨酯块二级避震。避震结构使轮子在凹凸地面， 不因震动而损坏。 性能： 定制： 防腐蚀：★ ★ ★ ★ ☆                                             ▶ 安装方式可定制 静音   ： ★ ★ ★ ★ ☆                                            ▶ 颜色可定制 精密   ： ★ ★ ★ ★ ★                                            ▶ 胎面硬度可定制 耐磨   ： ★ ★ ★ ★ ★ 防缠绕 :   ★ ★ ★ ★ ★ 规格 ： 尺寸 安装方式 产品型号 轮径 (mm) 轮宽 (mm) 总高(mm) 最低 (mm) 旋转半径 (mm) 底板尺寸 (mm) 孔距 (mm) 孔径 (mm) 载重 （kgs） 产品重量 （kg） 4 "" 平板万向 JQR26210-100*30X2ALCPU010201 100 30X2 145 132 95 110X100 85X75 11 350 5.28 5 "" JQR26210-125*30X2ALCPU010201 125 30X2 178 165 105 110X100 85X75 11 400 5.68 减震行程 ： 尺寸 弹簧颜色 初始 高度 100 (KGS) 200 (KGS) 300 (KGS) 350 (KGS) 400 (KGS) 450 (KGS) 限位 高度 4"" 棕色 149 142 140 138 137.1 136.2 135 134 5"" 棕色 180 173.5 171.9 170.4 169.7 169 168.5 165 尺寸 弹簧颜色 初始 高度 200 (KGS) 250 (KGS) 300 (KGS) 350 (KGS) 400 (KGS) 450 (KGS) 500 (KGS) 550 (KGS) 600 (KGS) 限位 高度 5"" 黑色 180 170.8 168.8 166.8 165.8 164.5 164.2 162.9 162.0 160.1 165 JQR262-4寸PDF资料 载 下 JQR262 -4寸3D图纸 载下 JQR262-5寸PDF资料 载 下 JQR262 -5寸3D图纸 载 下 JQR262-6寸PDF资料 载 下 JQR262-6寸3D图纸 下载 - KOREAN TRANSLATED"
http://25412776.s21i.faiusr.com/2/ABUIABACGAAg9f2irQYopNvWywIwoAY4oAY!400x400.jpg, 120x72mm-B1 产品型号： AGV120X72B1ALCPU120102 轮子直径： 120mm 轮子宽度： 72mm 胎面硬度： 邵氏 80A±3 胎面颜色： 黑色 轮芯材质： 铝合金 产品负载： 150kgs 行走速度： 5.4 km/h 使用温度： -25°C~+70°C   产品参数 尺寸图 资料下载 AGV聚氨酯驱动轮 低硬度高承载，摩擦力大抓地力强。轮面聚氨酯材质，行驶静音耐磨损。铝合金 轮毂，质量轻强度高。 性能： 定制： 防腐蚀   :    ★ ★ ★ ★ ☆                       ▶ 安装方式可定制 静音     ：   ★ ★ ★ ★ ☆                       ▶ 颜色可定制 防滑     ：   ★ ★ ★ ☆ ☆                       ▶ 胎面硬度可定制 耐磨     ：   ★ ★ ★ ★ ★ 耐油性 :    ★ ★ ★ ☆ ☆ - KOREAN TRANSLATED
http://25412776.s21i.faiusr.com/2/ABUIABACGAAg46OqqAYogMKzugcwoAY4oAY!400x400.jpg," JQR092 轮子直径： 250mm 轮子宽度： 100x2mm 胎面材质： 聚氨酯 JPZK03 胎面硬度： 邵氏 93A±3 胎面颜色： 棕色 支架材质： 碳钢 轮芯材质： 45号钢 产品负载： 5400kgs 行走速度： 5.4 km/h 轴承型号： 6307 使用温度： -25°C~+70°C   产品参数 尺寸图 资料下载 平板超重型双轮： 高承载，最高负载可达5400kgs,支架底板厚度25mm,抗冲击能力强，表面喷塑，防腐防锈。胎面高品质聚氨酯，轮芯铝合金轴承，转向更顺滑，使用更长久。 性能： 定制： 防腐蚀 :   ★ ★ ★ ★ ☆                                            ▶ 安装方式可定制 静音   ： ★ ★ ★ ★ ☆                                            ▶ 颜色可定制 精密   ： ★ ★ ★ ★ ★                                            ▶ 胎面硬度可定制 耐磨   ： ★ ★ ★ ★ ★ 防缠绕 :   ★ ★ ★ ★ ☆ 规格： 尺寸 安装 方式 产品型号 轮径 (mm) 轮宽 (mm) 高度 (mm) 旋转 半径 (mm) 底板 尺寸 (mm) 孔距 (mm) 孔径 (mm) 载重 （kgs） 产品 重量 （kg） 10 "" 平板万向 JQR09210-250*100X2CCPU070202 250 100X2 340 201 250X250 190X190 18 5400 75.4 - KOREAN TRANSLATED"
http://25412776.s21i.faiusr.com/2/ABUIABACGAAgitzctAYoncGSkAIwoAY4oAY!400x400.jpg," EQ065 轮子直径： 160mm 轮子宽度： 50mm 胎面材质： 聚氨酯 胎面硬度： 邵氏 93A±3 胎面颜色： 黄色 支架材质： 冲压型钢板 镀锌 轮芯材质： 铝合金 产品负载： 600kgs 行走速度： 5.4 km/h 使用温度： -25°C~+70°C   产品参数 尺寸图 资料下载 聚氨酯重型脚轮： 支架镀锌/喷漆处理，防腐防锈经久耐用。选用聚氨酯轮，行驶静音，耐磨损，地面不留痕。 性能： 定制： 防腐蚀 :   ★ ★ ★ ★ ☆                                           ▶ 安装方式可定制 静音   ： ★ ★ ★ ★ ☆                                            ▶ 颜色可定制 精密   ： ★ ★ ★ ★ ★                                            ▶ 胎面硬度可定制 耐磨   ： ★ ★ ★ ★ ★ 防缠绕 :   ★ ★ ★ ★ ☆ 规格： 尺寸 安装 方式 产品型号 轮径 (mm) 轮宽 (mm) 高度 (mm) 底板 尺寸 (mm) 孔距 (mm) 孔径 (mm) 载重 （kgs） 产品 重量 （kg） 6.4 "" 定向 EQ06500-160*50ALCPU060102 160 50 215 X 105X80 11 600 - KOREAN TRANSLATED"
http://25412776.s21i.faiusr.com/2/ABUIABACGAAg-ZLEoQYo_6yI8wcwoAY4oAY!400x400.jpg," ME26330 轮子直径： 125~200mm 轮子宽度： 40mm 胎面材质： 聚氨酯 JPZK03 胎面硬度： 邵氏 93A±3 胎面颜色： 黑色 支架材质： 冲压型钢板 烤漆 轮芯材质： 铝芯双轴承 产品负载： 350~500kgs 行走速度： 5.4 km/h 使用温度： -25°C~+70°C   产品参数 尺寸图 资料下载 重载减震脚轮系列： 高品质脚轮，支架白色烤漆，头部内置平面压力轴承与圆锥滚子轴承，抗扭力、抗冲击。双弹簧减震行驶平顺。产品高度与弹簧预紧力可调节，根据自身需要达到最佳效果。 性能： 定制： 防腐蚀 :   ★ ★ ★ ★ ☆                                           ▶ 安装方式可定制 静音   ： ★ ★ ★ ★ ☆                                            ▶ 颜色可定制 精密   ： ★ ★ ★ ★ ★                                            ▶ 胎面硬度可定制 耐磨   ： ★ ★ ★ ★ ★ 防缠绕 :   ★ ★ ★ ★ ☆ 规格： 尺寸 安装方式 产品型号 轮径 (mm) 轮宽 (mm) 高度 (mm) 旋转半径 (mm) 丝杆尺寸 (mm) 载重 （kgs） 产品重量 （kg） 5 "" 丝杆万向 ME26330-125*40ALCPU010101 125 40 160 115 M20X1X32 350 6 "" ME 26330-160*40ALCPU010101 160 40 195 130 M20X1X32 400 8 "" ME 26330-200*40ALCPU010101 200 40 245 138 M20X1X32 500 - KOREAN TRANSLATED"
http://25412776.s21i.faiusr.com/4/ABUIABAEGAAg_-yrvQYo-NzaBzCgBjigBg!400x400.png," SS053TJ (CPU) 轮子直径： 75~100mm 轮子宽度： 40mm 胎面材质： 聚氨酯 JPY003 胎面硬度： 邵氏 93A±3 胎面颜色： 黑色 支架材质： 冲压不锈钢板 轮芯材质： 铝芯双轴承 产品负载： 300~350kgs 行走速度： 5.4 km/h 使用温度： -25°C~+70°C   产品参数 尺寸图 资料下载 脚踩式水平调节轮： 荣获国家专利证书，并通过欧盟ROHS环保认证。产品脚踩控制，利用杠杆原理，使脚轮行走时脚杯收起，静止脚杯支撑结构，避免使用者像传统的调节轮那样，辛苦使用扳手去调节。 性能： 定制： 防腐蚀 :   ★ ★ ★ ★ ☆                                            ▶ 安装方式可定制 静音   ： ★ ★ ★ ★ ☆                                            ▶ 颜色可定制 精密   ： ★ ★ ★ ★ ★                                            ▶ 胎面硬度可定制 耐磨   ： ★ ★ ★ ★ ★ 防缠绕 :   ★ ★ ★ ★ ☆ 规格： 尺寸 安装 方式 产品型号 轮径 (mm) 轮宽 (mm) 总高 (mm) 最低 (mm) 旋转 半径 (mm) 底板 尺寸 (mm) 孔距 (mm) 孔径 (mm) 载重 （kgs） 产品 重量 （kg） 3 "" 平板万向 SS05318-75*40ALCPU010102 75 40 125 112 150 108X88 80X60/55 9 300 2.15 3.15 "" SS05318-80*40ALCPU010102 80 40 128 114.5 150 108X88 80X60/55 9 350 2.25 4 "" SS05318-100*40ALCPU010102 100 40 146 134 172.5 108X88 80X60/55 9 350 2.80 尺寸 安装 方式 产品型号 轮径 (mm) 轮宽 (mm) 总高 (mm) 最低 (mm) 偏心距 (mm) 底板 尺寸 (mm) 孔距 (mm) 孔径 (mm) 载重 （kgs） 产品 重量（kg） 3"" 平板 定向 SS05308-75*40ALCPU010102 75 40 125 112 150 108X88 80X60/55 9 300 2.15 3.15 "" SS05308-80*40ALCPU010102 80 40 128 114.5 150 108X88 80X60/55 9 350 2.25 4 "" SS05308-100*40ALCPU010102 100 40 146 134 172.5 108X88 80X60/55 9 350 2.80 - KOREAN TRANSLATED"
http://25412776.s21i.faiusr.com/2/ABUIABACGAAgrunNoQYo_JeKlgMwoAY4oAY!400x400.jpg, 160x40mm-B3 产品型号： AGV160X40B3ALCPU110103 轮子直径： 160mm 轮子宽度： 40mm 胎面材质： 聚氨酯 JPY002 胎面硬度： 邵氏 80A±3 胎面颜色： 黑色 轮芯材质： 铝合金 产品负载： 350kgs 行走速度： 5.4 km/h 使用温度： -25°C~+70°C 产品重量： 0.75kg   产品参数 尺寸图 资料下载 AGV聚氨酯驱动轮 低硬度高承载，摩擦力大抓地力强。轮面聚氨酯材质，行驶静音耐磨损。铝合金 轮毂，质量轻强度高。 性能： 定制： 防腐蚀   :    ★ ★ ★ ★ ☆                       ▶ 安装方式可定制 静音     ：   ★ ★ ★ ★ ★                       ▶ 颜色可定制 防滑     ：   ★ ★ ★ ★ ☆                       ▶ 胎面硬度可定制 耐磨     ：   ★ ★ ★ ★ ★ 耐油性 :    ★ ★ ★ ☆ ☆ - KOREAN TRANSLATED
http://25412776.s21i.faiusr.com/2/ABUIABACGAAgusSTtwYoiOa7nwQwoAY4oAY!400x400.jpg," 400x120mm-B2 产品型号： AGV400X120B2CCPU110703 轮子直径： 400mm 轮子宽度： 120mm 胎面材质： 聚氨酯 胎面硬度： 邵氏 93A±3 胎面颜色： 棕色 轮芯材质： 45号钢 产品负载： 5400kgs 行走速度： 5.4 km/h 使用温度： -25°C~+70°C 产品重量： 44kg   产品参数 尺寸图 资料下载 高承载聚氨酯轮 承载能力强，最大负载可达5400kgs,平直胎面接触面大，增大摩擦力不易打滑。 聚氨酯包胶轮，耐磨损。 性能： 定制： 防腐蚀   :    ★ ★ ★ ★ ★                       ▶ 安装方式可定制 静音     ：   ★ ★ ★ ★ ☆                       ▶ 颜色可定制 防滑     ：   ★ ★ ★ ★ ★                       ▶ 胎面硬度可定制 耐磨     ：   ★ ★ ★ ★ ★ 耐油性 :    ★ ★ ★ ★ ★ - KOREAN TRANSLATED"
http://25412776.s142i.faiusr.com/2/AI4BCKiJjwwQAhgAIMmN_KwGKP6hrOIHMLgIOKAL.jpg," JQR062/A1 轮子直径： 76~127mm 轮子宽度： 27.5x2mm 胎面材质： 聚氨酯 JPZK03 胎面硬度： 邵氏 93A±3 胎面颜色： 灰色 支架材质： 冲压型钢板 镀锌 轮芯材质： 铝芯双轴承 产品负载： 400~500kgs 行走速度： 5.4 km/h 使用温度： -25°C~+70°C   产品参数 尺寸图 资料下载 AGV重载从动轮： 双轮差速从动轮，原地转向更灵活。头部双轴承，平面轴承与深沟球限位轴承组合，既能承受垂直压力，又能抗扭力、冲击力。 性能： 定制： 防腐蚀 :   ★ ★ ★ ★ ☆                                           ▶ 安装方式可定制 静音   ： ★ ★ ★ ★ ☆                                            ▶ 颜色可定制 精密   ： ★ ★ ★ ★ ★                                            ▶ 胎面硬度可定制 耐磨   ： ★ ★ ★ ★ ★ 防缠绕 :   ★ ★ ★ ☆ ☆ 规格： 尺寸 安装 方式 产品型号 轮径 (mm) 轮宽 (mm) 高度 (mm) 旋转 半径 (mm) 底板 尺寸 (mm) 孔距 (mm) 孔径 (mm) 载重 （kgs） 产品 重量 （kg） 3 "" 平板万向 JQR06210-76*27.5X2ALCPU010201 76 27.5X2 110 64 110X100 85X75/ 86X60/ 78X78 9 400 4 "" JQR06210-100*27.5X2ALCPU010201 100 27.5X2 132 82 110X100 9 350 5 "" JQR06210-127*27.5X2ALCPU010201 127 27.5X2 159 105 110X100 9 350 1.94 JQR062-PDF资料 下载 JQR062-CAD图纸 下载 JQR062-3D图纸 下载 - KOREAN TRANSLATED"
http://25412776.s21i.faiusr.com/2/ABUIABACGAAggdzctAYo6dPNpAUwoAY4oAY!400x400.jpg," EQ065 轮子直径： 160mm 轮子宽度： 50mm 胎面材质： 聚氨酯 胎面硬度： 邵氏 93A±3 胎面颜色： 黄色 支架材质： 冲压型钢板 镀锌 轮芯材质： 铝合金 产品负载： 600kgs 行走速度： 5.4 km/h 使用温度： -25°C~+70°C   产品参数 尺寸图 资料下载 聚氨酯重型脚轮： 支架镀锌/喷漆处理，防腐防锈经久耐用。稳固刹车系统，可调节刹车。选用聚氨酯轮，行驶静音，耐磨损，地面不留痕。 性能： 定制： 防腐蚀 :   ★ ★ ★ ★ ☆                                           ▶ 安装方式可定制 静音   ： ★ ★ ★ ★ ☆                                            ▶ 颜色可定制 精密   ： ★ ★ ★ ★ ★                                            ▶ 胎面硬度可定制 耐磨   ： ★ ★ ★ ★ ★ 防缠绕 :   ★ ★ ★ ☆ ☆ 规格： 尺寸 安装 方式 产品型号 轮径 (mm) 轮宽 (mm) 高度 (mm) 旋转 半径 (mm) 底板 尺寸 (mm) 孔距 (mm) 孔径 (mm) 载重 （kgs） 产品 重量 （kg） 6.4 "" 平板万向 EQ06512-160*50ALCPU060102 160 50 215 152 X 105X80 11 600 - KOREAN TRANSLATED"
http://25412776.s21i.faiusr.com/2/ABUIABACGAAgjc2jqQYo8Iyj8gMwoAY4oAY!400x400.jpg," EQ053CYZD 轮子直径： 80~200mm 轮子宽度： 40mm 胎面材质： 聚氨酯 JPY003 胎面硬度： 邵氏 93A±3 胎面颜色： 黑色 支架材质： 冲压型钢板 镀锌 轮芯材质： 铝芯双轴承 产品负载： 300~500kgs 行走速度： 5.4 km/h 使用温度： -25°C~+70°C   产品参数 尺寸图 资料下载 聚氨酯定向轮： 冲压钢板一体成型，支架表面镀锌处理，耐腐蚀防锈。胎面聚氨酯材质，耐磨损行驶安静地面不留痕。 性能： 定制： 防腐蚀 :   ★ ★ ★ ★ ☆                                           ▶ 安装方式可定制 静音   ： ★ ★ ★ ★ ☆                                            ▶ 颜色可定制 精密   ： ★ ★ ★ ★ ★                                            ▶ 胎面硬度可定制 耐磨   ： ★ ★ ★ ★ ★ 防缠绕 :   ★ ★ ★ ★ ☆ 规格： 尺寸 安装 方式 产品型号 轮径 (mm) 轮宽 (mm) 高度 (mm) 底板 尺寸 (mm) 孔距 (mm) 孔径 (mm) 载重 （kgs） 产品 重量 （kg） 3.15 "" 定向 EQ05300-80*40ALCPU010102 80 40 110 105X85 86X60 75X55 9 300 4 "" EQ05300-100*40ALCPU010102 100 40 130 105X85 86X60 75X55 9 330 5 "" EQ05300-125*40ALCPU010102 125 40 156 105X85 86X60 75X55 9 360 1.2kg 6 "" EQ05300-150*40ALCPU010102 150 40 180 105X85 86X60 75X55 9 390 8 "" EQ05300-200*40ALCPU010102 200 40 235 105X85 86X60 75X55 9 500 EQ053-PDF资料 下载 EQ053-CAD图纸 下载 EQ053-3D图纸 下载 - KOREAN TRANSLATED"
http://25412776.s21i.faiusr.com/2/ABUIABACGAAg1tLYswYokJOW9QEwoAY4oAY!400x400.jpg," EQ055 轮子直径： 200mm 轮子宽度： 50mm 胎面材质： 橡胶 胎面硬度： 邵氏 80A±3 胎面颜色： 灰色 支架材质： 冲压型钢板 镀锌 轮芯材质： 塑料 产品负载： 200kgs 行走速度： 5.4 km/h 使用温度： -25°C~+70°C   产品参数 尺寸图 资料下载 欧款推车脚轮： 支架表面镀锌处理，防腐防锈经久耐用。选用橡胶轮低硬度，表面花纹，使用抓地防滑。 性能： 定制： 防腐蚀 :   ★ ★ ★ ★ ☆                                           ▶ 安装方式可定制 静音   ： ★ ★ ★ ★ ☆                                            ▶ 颜色可定制 精密   ： ★ ★ ★ ★ ★                                            ▶ 胎面硬度可定制 耐磨   ： ★ ★ ★ ★ ★ 防缠绕 :   ★ ★ ★ ★ ☆ 规格： 尺寸 安装 方式 产品型号 轮径 (mm) 轮宽 (mm) 高度 (mm) 底板 尺寸 (mm) 孔距 (mm) 孔径 (mm) 载重 （kgs） 产品 重量 （kg） 8 "" 定向 EQ05500-200*50PPNR020102 200 50 235 135X114 105X80 105X75 11 200 - KOREAN TRANSLATED"
http://25412776.s21i.faiusr.com/2/ABUIABACGAAgm4P6ugYo3MijhgUwoAY4oAY!400x400.jpg," JQR023 产品型号： JQR02310-52X45ALCPU070102 轮子直径： 52mm 轮子宽度： 45mm 胎面材质： 聚氨酯 JPZK03/JPY001 胎面硬度： 邵氏93A±3 胎面颜色： 棕色 支架材质： 冲压型钢板 镀锌 轮芯材质： 铝芯双轴承 产品负载： 60kgs 行走速度： 20 km/h 使用温度： -25°C~+70°C 产品重量： 0.6kg   产品参数 尺寸图 资料下载 轻型平板从动轮： 脚轮体型小节约内部空间，冲压钢板一体成型，产品坚实耐用。行驶高速，最高可达5.4 km/h。 头部精密轴承， 转向平顺，静音。 表面镀锌（电泳）处理，抗锈耐腐能力更好。 性能： 定制： 防腐蚀：★ ★ ★ ★ ☆ ▶ 安装方式可定制 静音   ： ★ ★ ★ ★ ☆ ▶ 颜色可定制 精密   ： ★ ★ ★ ★ ★ ▶ 胎面硬度可定制 耐磨   ： ★ ★ ★ ★ ★ 防缠绕 :   ★ ★ ★ ★ ☆ 规格： 尺寸 安装 方式 产品型号 轮径 (mm) 轮宽 (mm) 高度 (mm) 旋转 半径 (mm) 底板 尺寸 (mm) 孔距 (mm) 孔径 (mm) 载重 （kgs） 产品 重量 （kg） 2 "" 平板万向 JQR02310-52X45ALCPU070102 52 45 75.5 46 57X72 44X60 5.5 60 0.6 - KOREAN TRANSLATED"
